player_link,player,team,start_date,end_date
https://en.khl.ru/players/13953/?idplayer=13953&PAGEN_1=1,Alexei Murygin,Lokomotiv,25 Aug 2015,22 Mar 2018
https://en.khl.ru/players/13953/?idplayer=13953&PAGEN_1=1,Alexei Murygin,Metallurg Mg,24 Dec 2014,19 Mar 2015
https://en.khl.ru/players/13953/?idplayer=13953&PAGEN_1=1,Alexei Murygin,Amur,7 Jan 2010,14 Dec 2014
https://en.khl.ru/players/13950/?idplayer=13950&PAGEN_1=1,Igor Musatov,Slovan,12 Nov 2016,15 Feb 2017
https://en.khl.ru/players/13950/?idplayer=13950&PAGEN_1=1,Igor Musatov,Vityaz,26 Aug 2015,18 Feb 2016
https://en.khl.ru/players/13950/?idplayer=13950&PAGEN_1=1,Igor Musatov,Avangard,24 Dec 2014,19 Mar 2015
https://en.khl.ru/players/13950/?idplayer=13950&PAGEN_1=1,Igor Musatov,Lokomotiv,14 Nov 2013,25 Nov 2014
https://en.khl.ru/players/13950/?idplayer=13950&PAGEN_1=1,Igor Musatov,Salavat Yulaev,29 Sep 2012,11 Oct 2013
https://en.khl.ru/players/13950/?idplayer=13950&PAGEN_1=1,Igor Musatov,Atlant,23 Dec 2010,23 Mar 2012
https://en.khl.ru/players/13950/?idplayer=13950&PAGEN_1=1,Igor Musatov,Spartak,12 Sep 2009,1 Dec 2010
https://en.khl.ru/players/13950/?idplayer=13950&PAGEN_1=1,Igor Musatov,Neftekhimik,3 Sep 2008,4 Mar 2009
https://en.khl.ru/players/35440/?idplayer=35440&PAGEN_1=1,John Muse,Kunlun RS,10 Oct 2019,13 Oct 2019
https://en.khl.ru/players/17315/?idplayer=17315&PAGEN_1=1,Damir Musin,Vityaz,2 Sep 2021,11 Jan 2022
https://en.khl.ru/players/17315/?idplayer=17315&PAGEN_1=1,Damir Musin,Spartak,12 Nov 2019,15 Jan 2021
https://en.khl.ru/players/17315/?idplayer=17315&PAGEN_1=1,Damir Musin,Ak Bars,7 Sep 2019,7 Sep 2019
https://en.khl.ru/players/17315/?idplayer=17315&PAGEN_1=1,Damir Musin,Neftekhimik,20 Nov 2018,20 Feb 2019
https://en.khl.ru/players/17315/?idplayer=17315&PAGEN_1=1,Damir Musin,HC Sochi,3 Sep 2018,14 Nov 2018
https://en.khl.ru/players/17315/?idplayer=17315&PAGEN_1=1,Damir Musin,Ak Bars,4 Sep 2014,29 Dec 2017
https://en.khl.ru/players/15985/?idplayer=15985&PAGEN_1=1,Ilya Musin,Metallurg Nk,17 Jan 2011,30 Nov 2016
https://en.khl.ru/players/27548/?idplayer=27548&PAGEN_1=1,Maxim Musorov,Barys,9 Oct 2019,19 Oct 2021
https://en.khl.ru/players/15258/?idplayer=15258&PAGEN_1=1,Ervins Mustukovs,Dinamo R,22 Sep 2008,25 Mar 2010
https://en.khl.ru/players/23257/?idplayer=23257&PAGEN_1=1,Dmitry Muzhikov,Ak Bars,5 Oct 2020,13 Oct 2020
https://en.khl.ru/players/2710/?idplayer=2710&PAGEN_1=1,Alexei Muzhzhukhin,Vityaz,18 Nov 2008,17 Jan 2009
https://en.khl.ru/players/22187/?idplayer=22187&PAGEN_1=1,Igor Myasishchev,Salavat Yulaev,3 Sep 2020,3 Sep 2022
https://en.khl.ru/players/22187/?idplayer=22187&PAGEN_1=1,Igor Myasishchev,CSKA,15 Jan 2016,19 Dec 2017
https://en.khl.ru/players/33680/?idplayer=33680&PAGEN_1=1,Danil Mylnikov,Avtomobilist,28 Jan 2021,27 Jan 2023
https://en.khl.ru/players/24799/?idplayer=24799&PAGEN_1=1,Sergei I. Mylnikov,Traktor,27 Feb 2021,26 Feb 2023
https://en.khl.ru/players/3685/?idplayer=3685&PAGEN_1=1,Sergei S. Mylnikov,Avtomobilist,14 Sep 2011,18 Nov 2011
https://en.khl.ru/players/3685/?idplayer=3685&PAGEN_1=1,Sergei S. Mylnikov,Severstal,13 Sep 2009,15 Nov 2009
https://en.khl.ru/players/3685/?idplayer=3685&PAGEN_1=1,Sergei S. Mylnikov,Traktor,3 Sep 2008,15 Feb 2009
https://en.khl.ru/players/35933/?idplayer=35933&PAGEN_1=1,Evgeny Myshev,HC Sochi,28 Nov 2021,28 Nov 2021
https://en.khl.ru/players/34523/?idplayer=34523&PAGEN_1=1,Stepan Myslyayev,Traktor,27 Feb 2021,27 Feb 2021
https://en.khl.ru/players/20111/?idplayer=20111&PAGEN_1=1,Matias Myttynen,Jokerit,3 Sep 2019,10 Nov 2020
https://en.khl.ru/players/20111/?idplayer=20111&PAGEN_1=1,Matias Myttynen,Dinamo R,2 Sep 2018,4 Feb 2019
https://en.khl.ru/players/20111/?idplayer=20111&PAGEN_1=1,Matias Myttynen,Vityaz,25 Nov 2017,21 Jan 2018
https://en.khl.ru/players/20111/?idplayer=20111&PAGEN_1=1,Matias Myttynen,Kunlun RS,22 Aug 2017,21 Oct 2017
https://en.khl.ru/players/13892/?idplayer=13892&PAGEN_1=1,Evgeny Nabokov,SKA,9 Sep 2010,12 Dec 2010
https://en.khl.ru/players/35887/?idplayer=35887&PAGEN_1=1,Ilya D. Nabokov,Metallurg Mg,11 Jan 2021,20 Jan 2023
https://en.khl.ru/players/15357/?idplayer=15357&PAGEN_1=1,Ladislav Nagy,Slovan,4 Sep 2014,27 Feb 2016
https://en.khl.ru/players/15357/?idplayer=15357&PAGEN_1=1,Ladislav Nagy,Dinamo Mn,17 Jan 2012,4 Mar 2012
https://en.khl.ru/players/15357/?idplayer=15357&PAGEN_1=1,Ladislav Nagy,Lev Pp,12 Sep 2011,24 Dec 2011
https://en.khl.ru/players/15357/?idplayer=15357&PAGEN_1=1,Ladislav Nagy,Severstal,3 Sep 2008,7 Mar 2010
https://en.khl.ru/players/18742/?idplayer=18742&PAGEN_1=1,Jakub Nakladal,Lokomotiv,2 Dec 2016,11 Mar 2020
https://en.khl.ru/players/18742/?idplayer=18742&PAGEN_1=1,Jakub Nakladal,Lev Pr,6 Jan 2013,28 Apr 2014
https://en.khl.ru/players/18742/?idplayer=18742&PAGEN_1=1,Jakub Nakladal,Spartak,5 Sep 2012,27 Dec 2012
https://en.khl.ru/players/18742/?idplayer=18742&PAGEN_1=1,Jakub Nakladal,Salavat Yulaev,2 Nov 2011,9 Mar 2012
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,Metallurg Mg,3 Jan 2022,30 Apr 2022
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,Admiral,2 Sep 2021,12 Dec 2021
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,Dinamo R,26 Dec 2020,23 Feb 2021
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,HC Sochi,13 Oct 2019,25 Feb 2020
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,SKA,23 Sep 2019,2 Oct 2019
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,Avangard,1 Dec 2018,19 Apr 2019
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,Kunlun RS,3 Sep 2018,3 Oct 2018
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,Salavat Yulaev,29 Dec 2017,7 Mar 2018
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,Admiral,1 Sep 2017,9 Dec 2017
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,Sibir,28 Dec 2016,15 Jan 2017
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,Admiral,4 Sep 2014,23 Dec 2016
https://en.khl.ru/players/17553/?idplayer=17553&PAGEN_1=1,Ivan Nalimov,SKA,6 Sep 2013,8 Dec 2013
https://en.khl.ru/players/16595/?idplayer=16595&PAGEN_1=1,Yegor Namestnikov,Amur,13 Feb 2013,17 Feb 2013
https://en.khl.ru/players/14550/?idplayer=14550&PAGEN_1=1,Daniel Nasybullin,Avtomobilist,9 Dec 2011,15 Feb 2012
https://en.khl.ru/players/14550/?idplayer=14550&PAGEN_1=1,Daniel Nasybullin,Neftekhimik,28 Sep 2011,1 Dec 2011
https://en.khl.ru/players/24695/?idplayer=24695&PAGEN_1=1,Joonas Nattinen,Severstal,18 Oct 2020,14 Mar 2022
https://en.khl.ru/players/24695/?idplayer=24695&PAGEN_1=1,Joonas Nattinen,Vityaz,2 Sep 2019,5 Mar 2020
https://en.khl.ru/players/24695/?idplayer=24695&PAGEN_1=1,Joonas Nattinen,Neftekhimik,3 Sep 2018,20 Feb 2019
https://en.khl.ru/players/33917/?idplayer=33917&PAGEN_1=1,Artyom Naumenko,Lokomotiv,2 Sep 2021,25 Sep 2021
https://en.khl.ru/players/16400/?idplayer=16400&PAGEN_1=1,Mikhail Naumenkov,Salavat Yulaev,30 Nov 2020,11 Mar 2023
https://en.khl.ru/players/16400/?idplayer=16400&PAGEN_1=1,Mikhail Naumenkov,CSKA,27 Sep 2014,26 Nov 2020
https://en.khl.ru/players/16400/?idplayer=16400&PAGEN_1=1,Mikhail Naumenkov,Admiral,3 Jan 2014,18 Sep 2014
https://en.khl.ru/players/16400/?idplayer=16400&PAGEN_1=1,Mikhail Naumenkov,CSKA,12 Sep 2013,13 Nov 2013
https://en.khl.ru/players/20642/?idplayer=20642&PAGEN_1=1,Vladislav V. Naumov,HC Sochi,19 Nov 2020,21 Nov 2020
https://en.khl.ru/players/20642/?idplayer=20642&PAGEN_1=1,Vladislav V. Naumov,Sibir,26 Aug 2015,30 Sep 2020
https://en.khl.ru/players/35349/?idplayer=35349&PAGEN_1=1,Yegor Naumov,Lokomotiv,13 Sep 2020,13 Sep 2020
https://en.khl.ru/players/25278/?idplayer=25278&PAGEN_1=1,Antons Naumovs,Dinamo R,21 Nov 2017,21 Nov 2017
https://en.khl.ru/players/10842/?idplayer=10842&PAGEN_1=1,Sergejs Naumovs,Dinamo R,2 Sep 2008,4 Mar 2009
https://en.khl.ru/players/13721/?idplayer=13721&PAGEN_1=1,Alexander Naurov,Lada,5 Oct 2009,7 Mar 2010
https://en.khl.ru/players/23650/?idplayer=23650&PAGEN_1=1,Anton Nazarevich,Sibir,2 Sep 2022,10 Mar 2023
https://en.khl.ru/players/23650/?idplayer=23650&PAGEN_1=1,Anton Nazarevich,Dynamo Msk,6 Oct 2021,31 Oct 2021
https://en.khl.ru/players/16225/?idplayer=16225&PAGEN_1=1,Ilya Nazarevich,HC Sochi,4 Sep 2019,20 Dec 2019
https://en.khl.ru/players/16225/?idplayer=16225&PAGEN_1=1,Ilya Nazarevich,Torpedo,7 Jan 2019,10 Mar 2019
https://en.khl.ru/players/16225/?idplayer=16225&PAGEN_1=1,Ilya Nazarevich,Salavat Yulaev,6 Sep 2018,3 Dec 2018
https://en.khl.ru/players/35304/?idplayer=35304&PAGEN_1=1,Artyom Nazarkin,Severstal,4 Dec 2021,14 Mar 2023
https://en.khl.ru/players/20806/?idplayer=20806&PAGEN_1=1,Evgeny Nazarkin,Avangard,26 Nov 2016,14 Mar 2018
https://en.khl.ru/players/20841/?idplayer=20841&PAGEN_1=1,Mikhail Nazarov,Neftekhimik,3 Sep 2022,11 Mar 2023
https://en.khl.ru/players/20841/?idplayer=20841&PAGEN_1=1,Mikhail Nazarov,Avtomobilist,5 Sep 2020,21 Feb 2021
https://en.khl.ru/players/19405/?idplayer=19405&PAGEN_1=1,Yegor Nazarov,Traktor,25 Nov 2015,18 Feb 2016
https://en.khl.ru/players/16140/?idplayer=16140&PAGEN_1=1,Yury Nazarov,Amur,8 Nov 2016,20 Oct 2017
https://en.khl.ru/players/16140/?idplayer=16140&PAGEN_1=1,Yury Nazarov,Metallurg Nk,17 Jan 2011,4 Dec 2013
https://en.khl.ru/players/21096/?idplayer=21096&PAGEN_1=1,Pavel Nechistovsky,Ugra,18 Dec 2017,20 Dec 2017
https://en.khl.ru/players/16647/?idplayer=16647&PAGEN_1=1,Vaclav Nedorost,Slovan,4 Sep 2014,11 Jan 2017
https://en.khl.ru/players/16647/?idplayer=16647&PAGEN_1=1,Vaclav Nedorost,Donbass,6 Sep 2012,26 Feb 2014
https://en.khl.ru/players/16647/?idplayer=16647&PAGEN_1=1,Vaclav Nedorost,Lev Pp,12 Sep 2011,6 Jan 2012
https://en.khl.ru/players/16647/?idplayer=16647&PAGEN_1=1,Vaclav Nedorost,Metallurg Nk,11 Sep 2010,16 Feb 2011
https://en.khl.ru/players/19277/?idplayer=19277&PAGEN_1=1,Arkhip Nekolenko,Metallurg Mg,2 Sep 2018,21 Mar 2023
https://en.khl.ru/players/19277/?idplayer=19277&PAGEN_1=1,Arkhip Nekolenko,Ugra,3 Nov 2017,1 Mar 2018
https://en.khl.ru/players/19277/?idplayer=19277&PAGEN_1=1,Arkhip Nekolenko,SKA,24 Nov 2015,27 Feb 2017
https://en.khl.ru/players/16421/?idplayer=16421&PAGEN_1=1,Ilya Nekolenko,Neftekhimik,8 Mar 2018,10 Mar 2018
https://en.khl.ru/players/16421/?idplayer=16421&PAGEN_1=1,Ilya Nekolenko,Ugra,17 Sep 2017,26 Nov 2017
https://en.khl.ru/players/16421/?idplayer=16421&PAGEN_1=1,Ilya Nekolenko,Sibir,23 Aug 2016,23 Dec 2016
https://en.khl.ru/players/16421/?idplayer=16421&PAGEN_1=1,Ilya Nekolenko,Metallurg Nk,6 Sep 2015,18 Feb 2016
https://en.khl.ru/players/16421/?idplayer=16421&PAGEN_1=1,Ilya Nekolenko,Severstal,12 Oct 2014,7 Jan 2015
https://en.khl.ru/players/16421/?idplayer=16421&PAGEN_1=1,Ilya Nekolenko,Spartak,10 Sep 2013,29 Dec 2013
https://en.khl.ru/players/16421/?idplayer=16421&PAGEN_1=1,Ilya Nekolenko,Atlant,23 Dec 2012,10 Jan 2013
https://en.khl.ru/players/17662/?idplayer=17662&PAGEN_1=1,Anton Nekryach,Barys,24 Feb 2020,26 Feb 2020
https://en.khl.ru/players/16655/?idplayer=16655&PAGEN_1=1,Ondrej Nemec,Severstal,25 Aug 2015,18 Feb 2016
https://en.khl.ru/players/16655/?idplayer=16655&PAGEN_1=1,Ondrej Nemec,CSKA,24 Dec 2014,3 Apr 2015
https://en.khl.ru/players/16655/?idplayer=16655&PAGEN_1=1,Ondrej Nemec,Atlant,6 Sep 2014,14 Dec 2014
https://en.khl.ru/players/16655/?idplayer=16655&PAGEN_1=1,Ondrej Nemec,Lev Pr,6 Sep 2012,30 Apr 2014
https://en.khl.ru/players/16655/?idplayer=16655&PAGEN_1=1,Ondrej Nemec,Severstal,11 Sep 2010,8 Mar 2012
https://en.khl.ru/players/7268/?idplayer=7268&PAGEN_1=1,David Nemirovsky,CSKA,6 Dec 2010,4 Mar 2014
https://en.khl.ru/players/7268/?idplayer=7268&PAGEN_1=1,David Nemirovsky,Dinamo Mn,9 Sep 2010,31 Oct 2010
https://en.khl.ru/players/7268/?idplayer=7268&PAGEN_1=1,David Nemirovsky,Barys,12 Sep 2009,14 Mar 2010
https://en.khl.ru/players/7268/?idplayer=7268&PAGEN_1=1,David Nemirovsky,SKA,3 Sep 2008,5 Mar 2009
https://en.khl.ru/players/9860/?idplayer=9860&PAGEN_1=1,Sergei Nemolodyshev,Avtomobilist,11 Sep 2009,7 Dec 2012
https://en.khl.ru/players/4814/?idplayer=4814&PAGEN_1=1,Ivan Nepryayev,Avangard,27 Sep 2014,10 Mar 2015
https://en.khl.ru/players/4814/?idplayer=4814&PAGEN_1=1,Ivan Nepryayev,CSKA,6 Sep 2013,11 Mar 2014
https://en.khl.ru/players/4814/?idplayer=4814&PAGEN_1=1,Ivan Nepryayev,SKA,13 Sep 2011,12 Mar 2013
https://en.khl.ru/players/4814/?idplayer=4814&PAGEN_1=1,Ivan Nepryayev,Atlant,11 Sep 2010,16 Apr 2011
https://en.khl.ru/players/4814/?idplayer=4814&PAGEN_1=1,Ivan Nepryayev,Dynamo M,3 Sep 2008,14 Mar 2010
https://en.khl.ru/players/304/?idplayer=304&PAGEN_1=1,Alexander Y. Nesterov,Lada,29 Aug 2017,1 Mar 2018
https://en.khl.ru/players/304/?idplayer=304&PAGEN_1=1,Alexander Y. Nesterov,Salavat Yulaev,25 Aug 2015,2 Mar 2017
https://en.khl.ru/players/304/?idplayer=304&PAGEN_1=1,Alexander Y. Nesterov,Avtomobilist,29 Nov 2014,4 Mar 2015
https://en.khl.ru/players/304/?idplayer=304&PAGEN_1=1,Alexander Y. Nesterov,Admiral,25 Sep 2014,12 Nov 2014
https://en.khl.ru/players/304/?idplayer=304&PAGEN_1=1,Alexander Y. Nesterov,Sibir,13 Dec 2013,23 Jan 2014
https://en.khl.ru/players/304/?idplayer=304&PAGEN_1=1,Alexander Y. Nesterov,Spartak,18 Sep 2013,28 Nov 2013
https://en.khl.ru/players/304/?idplayer=304&PAGEN_1=1,Alexander Y. Nesterov,Avangard,12 Sep 2011,9 Mar 2013
https://en.khl.ru/players/304/?idplayer=304&PAGEN_1=1,Alexander Y. Nesterov,Atlant,2 Sep 2008,2 Apr 2011
https://en.khl.ru/players/16216/?idplayer=16216&PAGEN_1=1,German Nesterov,Vityaz,2 Sep 2021,9 Jan 2022
https://en.khl.ru/players/15993/?idplayer=15993&PAGEN_1=1,Nikita D. Nesterov,CSKA,21 Aug 2017,29 Apr 2023
https://en.khl.ru/players/15993/?idplayer=15993&PAGEN_1=1,Nikita D. Nesterov,Traktor,3 Oct 2010,17 Apr 2013
https://en.khl.ru/players/16674/?idplayer=16674&PAGEN_1=1,Andrej Nestrasil,Metallurg Mg,7 Oct 2019,28 Mar 2021
https://en.khl.ru/players/16674/?idplayer=16674&PAGEN_1=1,Andrej Nestrasil,Neftekhimik,22 Aug 2017,20 Feb 2019
https://en.khl.ru/players/14871/?idplayer=14871&PAGEN_1=1,Tomas Netik,Slovan,4 Sep 2014,24 Feb 2015
https://en.khl.ru/players/14871/?idplayer=14871&PAGEN_1=1,Tomas Netik,Neftekhimik,11 Dec 2013,4 Mar 2014
https://en.khl.ru/players/14871/?idplayer=14871&PAGEN_1=1,Tomas Netik,Slovan,6 Sep 2013,4 Dec 2013
https://en.khl.ru/players/14871/?idplayer=14871&PAGEN_1=1,Tomas Netik,Neftekhimik,11 Oct 2012,26 Feb 2013
https://en.khl.ru/players/14871/?idplayer=14871&PAGEN_1=1,Tomas Netik,Lev Pp,12 Sep 2011,28 Jan 2012
https://en.khl.ru/players/14871/?idplayer=14871&PAGEN_1=1,Tomas Netik,CSKA,9 Sep 2010,20 Feb 2011
https://en.khl.ru/players/38097/?idplayer=38097&PAGEN_1=1,Viktor Neuchev,Avtomobilist,13 Jan 2022,14 Mar 2023
https://en.khl.ru/players/32012/?idplayer=32012&PAGEN_1=1,Maxim Nevolin,Severstal,2 Sep 2019,27 Jan 2021
https://en.khl.ru/players/31412/?idplayer=31412&PAGEN_1=1,Josh Nicholls,Kunlun RS,3 Sep 2018,5 Feb 2023
https://en.khl.ru/players/17688/?idplayer=17688&PAGEN_1=1,Valery Nichushkin,CSKA,23 Sep 2016,18 Apr 2018
https://en.khl.ru/players/17688/?idplayer=17688&PAGEN_1=1,Valery Nichushkin,Traktor,21 Nov 2012,17 Apr 2013
https://en.khl.ru/players/15232/?idplayer=15232&PAGEN_1=1,Anti-Jussi Niemi,Lada,3 Sep 2008,20 Jan 2009
https://en.khl.ru/players/34655/?idplayer=34655&PAGEN_1=1,Antti Niemi,Jokerit,3 Sep 2019,11 Mar 2020
https://en.khl.ru/players/24696/?idplayer=24696&PAGEN_1=1,Mika Niemi,Jokerit,23 Aug 2016,25 Feb 2020
https://en.khl.ru/players/20689/?idplayer=20689&PAGEN_1=1,Jani Nieminen,Ak Bars,30 Jan 2013,17 Feb 2013
https://en.khl.ru/players/16784/?idplayer=16784&PAGEN_1=1,Ville Nieminen,Dinamo R,2 Nov 2011,22 Dec 2011
https://en.khl.ru/players/16784/?idplayer=16784&PAGEN_1=1,Ville Nieminen,Neftekhimik,16 Sep 2011,7 Oct 2011
https://en.khl.ru/players/16784/?idplayer=16784&PAGEN_1=1,Ville Nieminen,Sibir,9 Sep 2010,28 Feb 2011
https://en.khl.ru/players/21003/?idplayer=21003&PAGEN_1=1,Jesse Niinimaki,Amur,4 Sep 2014,24 Nov 2014
https://en.khl.ru/players/16883/?idplayer=16883&PAGEN_1=1,Evgeny Nikiforov,Donbass,16 Nov 2012,17 Feb 2013
https://en.khl.ru/players/32303/?idplayer=32303&PAGEN_1=1,Alexander Nikishin,SKA,3 Sep 2022,12 Apr 2023
https://en.khl.ru/players/32303/?idplayer=32303&PAGEN_1=1,Alexander Nikishin,Spartak,2 Sep 2019,22 Mar 2022
https://en.khl.ru/players/37829/?idplayer=37829&PAGEN_1=1,Mikhail Nikishin,Amur,25 Feb 2023,25 Feb 2023
https://en.khl.ru/players/4709/?idplayer=4709&PAGEN_1=1,Andrei Nikitenko,Lada,4 Sep 2014,5 Feb 2016
https://en.khl.ru/players/4709/?idplayer=4709&PAGEN_1=1,Andrei Nikitenko,Admiral,6 Sep 2013,14 Mar 2014
https://en.khl.ru/players/4709/?idplayer=4709&PAGEN_1=1,Andrei Nikitenko,Sibir,6 Sep 2012,7 Dec 2012
https://en.khl.ru/players/4709/?idplayer=4709&PAGEN_1=1,Andrei Nikitenko,Torpedo,3 Sep 2008,15 Feb 2012
https://en.khl.ru/players/519/?idplayer=519&PAGEN_1=1,Nikita A. Nikitin,Traktor,12 Oct 2017,17 Dec 2018
https://en.khl.ru/players/519/?idplayer=519&PAGEN_1=1,Nikita A. Nikitin,Avangard,3 Sep 2008,15 Mar 2017
https://en.khl.ru/players/23838/?idplayer=23838&PAGEN_1=1,Artyom Nikolayev,HC Sochi,2 Sep 2021,26 Feb 2023
https://en.khl.ru/players/23838/?idplayer=23838&PAGEN_1=1,Artyom Nikolayev,SKA,1 Sep 2018,22 Feb 2021
https://en.khl.ru/players/25222/?idplayer=25222&PAGEN_1=1,Dmitry N. Nikolayev,SKA,24 Dec 2020,12 Apr 2023
https://en.khl.ru/players/17316/?idplayer=17316&PAGEN_1=1,Ilya S. Nikolayev,Amur,4 Sep 2016,19 Oct 2016
https://en.khl.ru/players/17316/?idplayer=17316&PAGEN_1=1,Ilya S. Nikolayev,Ugra,26 Feb 2014,10 Dec 2015
https://en.khl.ru/players/30767/?idplayer=30767&PAGEN_1=1,Ilya V. Nikolayev,Metallurg Mg,4 Sep 2020,8 Jan 2023
https://en.khl.ru/players/6337/?idplayer=6337&PAGEN_1=1,Sergei G. Nikolayev,Ak Bars,11 Sep 2008,20 Feb 2011
https://en.khl.ru/players/13158/?idplayer=13158&PAGEN_1=1,Andrei Nikolishin,Traktor,3 Sep 2008,20 Feb 2011
https://en.khl.ru/players/19216/?idplayer=19216&PAGEN_1=1,Ivan Nikolishin,Amur,30 Sep 2021,25 Feb 2023
https://en.khl.ru/players/19216/?idplayer=19216&PAGEN_1=1,Ivan Nikolishin,Kunlun RS,4 Sep 2020,27 Feb 2021
https://en.khl.ru/players/19216/?idplayer=19216&PAGEN_1=1,Ivan Nikolishin,Severstal,20 Dec 2018,2 Nov 2019
https://en.khl.ru/players/15075/?idplayer=15075&PAGEN_1=1,Kirill Nikonorov,Lada,12 Sep 2009,7 Mar 2010
https://en.khl.ru/players/32408/?idplayer=32408&PAGEN_1=1,Andrei Nikonov,Dynamo Msk,21 Sep 2021,12 Mar 2023
https://en.khl.ru/players/32408/?idplayer=32408&PAGEN_1=1,Andrei Nikonov,Torpedo,21 Oct 2019,20 Sep 2020
https://en.khl.ru/players/15508/?idplayer=15508&PAGEN_1=1,Anatoly Nikontsev,Metallurg Mg,3 Sep 2021,21 Mar 2023
https://en.khl.ru/players/15508/?idplayer=15508&PAGEN_1=1,Anatoly Nikontsev,Spartak,2 Sep 2016,9 Mar 2021
https://en.khl.ru/players/15508/?idplayer=15508&PAGEN_1=1,Anatoly Nikontsev,Severstal,3 Oct 2013,18 Feb 2016
https://en.khl.ru/players/15508/?idplayer=15508&PAGEN_1=1,Anatoly Nikontsev,Spartak,14 Sep 2011,10 Sep 2013
https://en.khl.ru/players/15508/?idplayer=15508&PAGEN_1=1,Anatoly Nikontsev,Avtomobilist,11 Sep 2009,28 Dec 2010
https://en.khl.ru/players/8875/?idplayer=8875&PAGEN_1=1,Alexander Nikulin,Vityaz,5 Oct 2015,28 Feb 2019
https://en.khl.ru/players/8875/?idplayer=8875&PAGEN_1=1,Alexander Nikulin,Lada,25 Aug 2015,1 Oct 2015
https://en.khl.ru/players/8875/?idplayer=8875&PAGEN_1=1,Alexander Nikulin,Neftekhimik,2 Nov 2014,13 Feb 2015
https://en.khl.ru/players/8875/?idplayer=8875&PAGEN_1=1,Alexander Nikulin,CSKA,14 Oct 2014,25 Oct 2014
https://en.khl.ru/players/8875/?idplayer=8875&PAGEN_1=1,Alexander Nikulin,Spartak,5 Sep 2013,4 Mar 2014
https://en.khl.ru/players/8875/?idplayer=8875&PAGEN_1=1,Alexander Nikulin,Sibir,16 Oct 2012,5 Mar 2013
https://en.khl.ru/players/8875/?idplayer=8875&PAGEN_1=1,Alexander Nikulin,Amur,2 Oct 2010,6 Oct 2012
https://en.khl.ru/players/8875/?idplayer=8875&PAGEN_1=1,Alexander Nikulin,CSKA,11 Sep 2009,27 Sep 2010
https://en.khl.ru/players/6342/?idplayer=6342&PAGEN_1=1,Ilya Nikulin,HC Dynamo M,23 Aug 2017,21 Mar 2019
https://en.khl.ru/players/6342/?idplayer=6342&PAGEN_1=1,Ilya Nikulin,OHC Dynamo M,24 Sep 2015,16 Mar 2017
https://en.khl.ru/players/6342/?idplayer=6342&PAGEN_1=1,Ilya Nikulin,Ak Bars,3 Sep 2008,19 Apr 2015
https://en.khl.ru/players/30641/?idplayer=30641&PAGEN_1=1,Stepan Nikulin,Lokomotiv,20 Sep 2021,29 Mar 2023
https://en.khl.ru/players/19261/?idplayer=19261&PAGEN_1=1,Vladislav Nikulin,Barys,18 Oct 2016,23 Jan 2018
https://en.khl.ru/players/15475/?idplayer=15475&PAGEN_1=1,Marcus Nilson,Lokomotiv,4 Oct 2008,12 Apr 2009
https://en.khl.ru/players/17552/?idplayer=17552&PAGEN_1=1,Anders Nilsson,Ak Bars,4 Sep 2014,19 Apr 2015
https://en.khl.ru/players/38161/?idplayer=38161&PAGEN_1=1,Marcus Nilsson,HC Sochi,4 Sep 2020,25 Oct 2020
https://en.khl.ru/players/17054/?idplayer=17054&PAGEN_1=1,Robert Nilsson,Torpedo,1 Nov 2011,31 Oct 2012
https://en.khl.ru/players/17054/?idplayer=17054&PAGEN_1=1,Robert Nilsson,Salavat Yulaev,9 Sep 2010,18 Oct 2011
https://en.khl.ru/players/16654/?idplayer=16654&PAGEN_1=1,Janne Niskala,Atlant,5 Sep 2013,4 Mar 2014
https://en.khl.ru/players/16654/?idplayer=16654&PAGEN_1=1,Janne Niskala,Dinamo Mn,11 Oct 2012,17 Feb 2013
https://en.khl.ru/players/16654/?idplayer=16654&PAGEN_1=1,Janne Niskala,Atlant,12 Sep 2011,8 Oct 2012
https://en.khl.ru/players/16654/?idplayer=16654&PAGEN_1=1,Janne Niskala,Metallurg Mg,9 Sep 2010,5 Apr 2011
https://en.khl.ru/players/33638/?idplayer=33638&PAGEN_1=1,Kirill Nizhnikov,Severstal,2 Feb 2019,2 Feb 2019
https://en.khl.ru/players/4815/?idplayer=4815&PAGEN_1=1,Aleksandrs Nizivijs,Dinamo R,17 Sep 2013,17 Mar 2014
https://en.khl.ru/players/4815/?idplayer=4815&PAGEN_1=1,Aleksandrs Nizivijs,Lev Pr,15 Jan 2013,25 Feb 2013
